symbol,name,reported_date,reported_period,eps_estimate,revenue,market_cap,dividend,earning,basic_eps,net_income,fy_revenue,shares,beta,employees,change,emp_revenue,emp_income,sector,industry,ceo,website,headquater,founded,figi
DAKT,"Daktronics, Inc.",—,,—,—,‪704.99 M‬ USD,—,—,0.05 USD,‪34.62 M‬ USD,‪818.08 M‬ USD,‪44.58 M‬,1.38,‪2.83 K‬,,‪288.97 K‬ USD,‪12.23 K‬ USD,Producer Manufacturing,Miscellaneous Manufacturing,Bradley T. Wiemann,daktronics.com,Brookings,1968,BBG000BMC8K5
DAL,"Delta Air Lines, Inc.",—,,,,—,—,—,—,,,,,‪33.27 B‬ USD,,9.03,5.71 USD,,,,,,,
DALN,DallasNews Corporation - Series A,‪22.49 M‬ USD,,0.76,5.56 USD,526,−75 −12.48%,‪238.39 K‬ USD,249.05 USD,,,,,Industry,−75 −12.48%,,,,,,,,,
DAN,Dana Incorporated,—,,—,—,‪2.57 B‬ USD,2.32%,—,−0.24 USD,‪−57.00 M‬ USD,‪10.28 B‬ USD,‪129.85 M‬,1.47,‪39.6 K‬,‪−2.2 K‬ −5.26%,‪259.70 K‬ USD,‪−1.44 K‬ USD,Producer Manufacturing,Auto Parts: OEM,Robert Bruce McDonald,dana.com,Maumee,1904,BBG000TCD088
DAR,Darling Ingredients Inc.,—,,—,—,‪4.86 B‬ USD,—,28.99,1.08 USD,‪278.88 M‬ USD,‪5.72 B‬ USD,‪155.77 M‬,0.76,‪15.5 K‬,−300 −1.90%,‪368.89 K‬ USD,‪17.99 K‬ USD,Consumer Non-Durables,Food: Specialty/Candy,Randall C. Stuewe,darlingii.com,Irving,1882,BBG000BN8ZK8
DARE,"Dare Bioscience, Inc.",—,,—,—,‪27.88 M‬ USD,—,—,−0.43 USD,‪−4.05 M‬ USD,‪9.78 K‬ USD,‪8.71 M‬,0.55,23,−3 −11.54%,425.39 USD,‪−176.24 K‬ USD,Health Technology,Pharmaceuticals: Major,Sabrina Martucci Johnson,darebioscience.com,San Diego,2005,BBG001J2P362
DASH,"DoorDash, Inc.",—,,,,—,—,—,—,,,,,‪90.58 B‬ USD,,285.63,0.81 USD,,,,,,,
DATS,"DatChat, Inc.",‪12.21 M‬ USD,,—,−1.39 USD,10,−2 −16.67%,43.60 USD,‪−423.92 K‬ USD,,,,,Industry,−2 −16.67%,,,,,"Q1 '24
Q2 '24
Q3 '24
Q4 '24
Q1 '25",,,,
DAVE,Dave Inc.,—,,—,—,‪3.00 B‬ USD,—,60.96,4.06 USD,‪57.87 M‬ USD,‪347.08 M‬ USD,‪9.47 M‬,2.21,274,−11 −3.86%,‪1.27 M‬ USD,‪211.22 K‬ USD,Finance,Major Banks,Jason Wilk,dave.com,Los Angeles,2015,BBG00Z483VQ0
DAWN,"Day One Biopharmaceuticals, Inc.",—,,—,—,‪717.65 M‬ USD,—,—,−0.67 USD,‪−95.50 M‬ USD,‪131.16 M‬ USD,‪74.66 M‬,1.28,181,,‪724.65 K‬ USD,‪−527.60 K‬ USD,Health Technology,Pharmaceuticals: Major,Jeremy Bender,dayonebio.com,Brisbane,2018,BBG00V1KSN04
DAY,"Dayforce, Inc.",—,,—,—,‪9.66 B‬ USD,—,377.86,0.16 USD,‪18.10 M‬ USD,‪1.76 B‬ USD,‪153.80 M‬,1.27,‪9.6 K‬,,‪183.33 K‬ USD,‪1.89 K‬ USD,Technology Services,Packaged Software,David D. Ossip,dayforce.com,Minneapolis,1992,BBG005D7PF34
DBD,Diebold Nixdorf Incorporated,—,,0.58 USD,—,‪1.90 B‬ USD,—,—,−0.27 USD,‪−16.50 M‬ USD,‪3.75 B‬ USD,‪36.58 M‬,1.14,‪21 K‬,,‪178.62 K‬ USD,−785.71 USD,Electronic Technology,Electronic Equipment/Instruments,Octavio Marquez,dieboldnixdorf.com,North Canton,1859,BBG01HVHYBT6
DBI,Designer Brands Inc.,—,,—,—,‪181.36 M‬ USD,5.36%,—,−0.29 USD,‪−10.55 M‬ USD,‪3.01 B‬ USD,‪33.52 M‬,1.61,‪14 K‬,,‪214.95 K‬ USD,−753.50 USD,Retail Trade,Apparel/Footwear Retail,Douglas M. Howe,designerbrands.com,Columbus,1969,BBG000CF8227
DBX,"Dropbox, Inc.",—,,—,—,‪8.30 B‬ USD,—,19.36,1.54 USD,‪452.30 M‬ USD,‪2.55 B‬ USD,‪193.02 M‬,0.79,‪2.2 K‬,−489 −18.16%,‪1.16 M‬ USD,‪205.22 K‬ USD,Technology Services,Data Processing Services,Andrew W. Houston,dropbox.com,San Francisco,2007,BBG0018SLDN0
DC,Dakota Gold Corp.,—,,—,—,‪431.89 M‬ USD,—,—,−0.31 USD,‪−33.88 M‬ USD,0.00 USD,‪75.94 M‬,0.55,41,,0.00 USD,‪−826.45 K‬ USD,Non-Energy Minerals,Precious Metals,,,2017,BBG0120W17D2,
DCGO,DocGo Inc.,—,,—,—,‪151.63 M‬ USD,—,—,−0.01 USD,‪19.99 M‬ USD,‪616.56 M‬ USD,‪85.90 M‬,1.04,‪4.4 K‬,,‪140.13 K‬ USD,‪4.54 K‬ USD,Health Services,Medical/Nursing Services,Bienstock Lee,docgo.com,New York,2015,BBG00YB8JBK8
DCI,"Donaldson Company, Inc.",—,,—,—,‪8.26 B‬ USD,1.70%,23.63,3.03 USD,‪414.00 M‬ USD,‪3.59 B‬ USD,‪115.83 M‬,0.82,‪14 K‬,,‪256.16 K‬ USD,‪29.57 K‬ USD,Producer Manufacturing,Auto Parts: OEM,Tod E. Carpenter,donaldson.com,Minneapolis,1915,BBG000BGZP70
DCO,Ducommun Incorporated,—,,0.82 USD,—,‪1.10 B‬ USD,—,31.69,2.37 USD,‪31.50 M‬ USD,‪786.55 M‬ USD,‪13.76 M‬,0.85,‪2.18 K‬,−85 −3.75%,‪360.80 K‬ USD,‪14.45 K‬ USD,Electronic Technology,Aerospace & Defense,Stephen G. Oswald,ducommun.com,Costa Mesa,1849,BBG000BH02M0
DCOM,"Dime Community Bancshares, Inc.","≈
July 25",Q2 2025,0.63 USD,‪107.08 M‬ USD,‪1.20 B‬ USD,3.68%,42.43,0.64 USD,‪28.71 M‬ USD,‪645.28 M‬ USD,‪41.82 M‬,0.96,887,,‪727.49 K‬ USD,‪32.36 K‬ USD,Finance,Regional Banks,Stuart H. Lubow,dime.com,Hauppauge,1864,BBG000BGD220
DCTH,"Delcath Systems, Inc.",—,,—,—,‪555.48 M‬ USD,—,—,−0.49 USD,‪−26.39 M‬ USD,‪37.20 M‬ USD,‪29.38 M‬,1.74,96,,‪387.55 K‬ USD,‪−274.85 K‬ USD,Health Technology,Medical Specialties,Gerard J. Michel,delcath.com,Queensbury,1988,BBG000BY2VF5
DD,"DuPont de Nemours, Inc.","≈
August 5",Q2 2025,1.05 USD,‪3.23 B‬ USD,‪29.18 B‬ USD,2.39%,—,−0.18 USD,‪703.00 M‬ USD,‪12.39 B‬ USD,‪417.37 M‬,1.21,‪24 K‬,,‪516.08 K‬ USD,‪30.96 K‬ USD,Process Industries,Chemicals: Major Diversified,Lori D. Koch,dupont.com,Wilmington,1802,BBG00BN961G4
DDC,DDC Enterprise Limited,‪49.62 M‬ USD,,—,—,48,−30 −38.46%,‪791.25 K‬ USD,‪−492.68 K‬ USD,,,,,Industry,−30 −38.46%,,,,,"Q4 '23
Q1 '24
Q2 '24
Q3 '24
Q4 '24",,,,
DDD,3D Systems Corporation,—,,,,—,—,−0.15 USD,‪95.72 M‬ USD,,,,,‪253.73 M‬ USD,−92 −4.78%,—,−2.09 USD,,,,,,,
DDOG,"Datadog, Inc.",—,,—,—,‪41.85 B‬ USD,—,264.64,0.49 USD,‪183.75 M‬ USD,‪2.68 B‬ USD,‪306.69 M‬,1.48,‪6.5 K‬,,‪412.97 K‬ USD,‪28.27 K‬ USD,Technology Services,Packaged Software,Olivier Pomel,datadoghq.com,New York,2010,BBG003NJHZT9
DDS,"Dillard's, Inc.",—,,—,—,‪6.30 B‬ USD,0.25%,11.12,36.19 USD,‪593.48 M‬ USD,‪6.59 B‬ USD,‪7.72 M‬,1.06,‪28.8 K‬,−800 −2.70%,‪228.83 K‬ USD,‪20.61 K‬ USD,Retail Trade,Department Stores,William Thomas Dillard,dillards.com,Little Rock,1938,BBG000BS4MP5
DE,Deere & Company,—,,,,—,—,—,—,,,,,‪139.63 B‬ USD,‪−7.2 K‬ −8.67%,25.16,20.74 USD,,,,,,,
DECK,Deckers Outdoor Corporation,—,,—,—,‪16.46 B‬ USD,—,17.51,6.36 USD,‪966.09 M‬ USD,‪4.99 B‬ USD,‪146.87 M‬,1.37,‪5.5 K‬,,‪906.89 K‬ USD,‪175.65 K‬ USD,Consumer Non-Durables,Apparel/Footwear,Stefano Caroti,deckers.com,Goleta,1973,BBG000BKXYX5
DELL,Dell Technologies (DELL) Stock Price,—,,—,—,‪77.48 B‬ USD,1.84%,18.15,—,‪4.59 B‬ USD,‪95.47 B‬ USD,‪305.38 M‬,2.30,‪108 K‬,‪−12 K‬ −10.00%,‪883.95 K‬ USD,‪42.52 K‬ USD,Electronic Technology,Computer Processing Hardware,Michael Saul Dell,dell.com,Round Rock,1984,BBG00DW3SZS1
DENN,Denny's Corporation,—,,0.11 USD,—,‪220.64 M‬ USD,—,12.96,0.33 USD,‪21.57 M‬ USD,‪452.33 M‬ USD,‪49.46 M‬,0.92,‪3.8 K‬,,‪119.04 K‬ USD,‪5.68 K‬ USD,Consumer Services,Restaurants,Kelli Valade,dennys.com,Spartanburg,1953,BBG000BC09P3
DERM,Journey Medical Corporation,—,,—,—,‪164.47 M‬ USD,—,—,−0.40 USD,‪−14.67 M‬ USD,‪56.13 M‬ USD,‪8.95 M‬,−0.25,41,−17 −29.31%,‪1.37 M‬ USD,‪−357.85 K‬ USD,Health Technology,Pharmaceuticals: Major,Claude Maraoui,journeymedicalcorp.com,Scottsdale,2014,BBG00ZWVDRK2
DEVS,DevvStream Corp.,‪12.65 M‬ USD,,—,—,3,+1 +50.00%,0.00 USD,‪7.98 K‬ USD,,,,,Industry,,,,,,,,,,
DFDV,DeFi Development Corp.,‪334.48 M‬ USD,,—,−0.26 USD,26,−13 −33.33%,‪80.76 K‬ USD,‪−104.88 K‬ USD,,,,,Industry,−13 −33.33%,,,,,,,,,
DFH,"Dream Finders Homes, Inc.",—,,—,—,‪2.31 B‬ USD,—,7.25,3.44 USD,‪335.34 M‬ USD,‪4.45 B‬ USD,‪28.29 M‬,1.24,‪1.69 K‬,,‪2.64 M‬ USD,‪198.90 K‬ USD,Consumer Durables,Homebuilding,Patrick O. Zalupski,dreamfindershomes.com,Jacksonville,2008,BBG00YN8LKP7
DFIN,"Donnelley Financial Solutions, Inc.",—,,—,—,‪1.56 B‬ USD,—,18.71,3.10 USD,‪92.40 M‬ USD,‪781.90 M‬ USD,‪26.06 M‬,1.21,‪1.8 K‬,−100 −5.26%,‪434.39 K‬ USD,‪51.33 K‬ USD,Technology Services,Packaged Software,Daniel N. Leib,dfinsolutions.com,Lancaster,2016,BBG009R0CT58
DFLI,Dragonfly Energy Holdings Corp,—,,—,—,‪3.54 M‬ USD,—,—,−5.3167 USD,‪−40.62 M‬ USD,‪50.65 M‬ USD,‪5.26 M‬,1.12,144,−12 −7.69%,‪351.70 K‬ USD,‪−282.05 K‬ USD,Producer Manufacturing,Electrical Products,Denis Phares,dragonflyenergy.com,Reno,2020,BBG00ZMZ47B8
DG,Dollar General Corporation,—,,,,—,—,—,—,,,,,‪24.48 B‬ USD,,21.64,5.25 USD,,,,,,,
DGICA,"Donegal Group, Inc.","≈
July 24",Q2 2025,0.39 USD,‪247.98 M‬ USD,‪674.07 M‬ USD,3.75%,9.47,2.06 USD,‪50.86 M‬ USD,‪989.61 M‬ USD,‪15.52 M‬,0.29,851,−21 −2.41%,‪1.16 M‬ USD,‪59.77 K‬ USD,Finance,Multi-Line Insurance,Kevin G. Burke,donegalgroup.com,Marietta,1986,BBG000JQJC22
DGII,Digi International Inc.,—,,—,—,‪1.27 B‬ USD,—,30.24,1.15 USD,‪22.50 M‬ USD,‪424.05 M‬ USD,‪35.91 M‬,1.29,805,−17 −2.07%,‪526.77 K‬ USD,‪27.96 K‬ USD,Electronic Technology,Telecommunications Equipment,Ronald E. Konezny,digi.com,Hopkins,1985,BBG000BZ50L0
DGLY,"Digital Ally, Inc.",—,,—,—,‪4.12 M‬ USD,—,—,"−5,855.52 USD",‪−19.84 M‬ USD,‪19.65 M‬ USD,‪1.67 M‬,1.70,31,−139 −81.76%,‪633.90 K‬ USD,‪−640.13 K‬ USD,Commercial Services,Miscellaneous Commercial Services,Stanton E. Ross,digitalallyinc.com,Overland Park,2000,BBG019CJKQJ4
DGNX,Diginex Limited,‪1.45 B‬ USD,,—,−0.25 USD,22,−4 −15.38%,‪48.44 K‬ USD,‪−181.57 K‬ USD,,,,,Industry,−4 −15.38%,,,,,,,,,
DGX,Quest Diagnostics Incorporated,—,,—,—,‪19.64 B‬ USD,1.84%,22.23,8.02 USD,‪866.00 M‬ USD,‪9.87 B‬ USD,‪111.01 M‬,0.27,‪56 K‬,,‪176.29 K‬ USD,‪15.46 K‬ USD,Health Services,Services to the Health Industry,James E. Davis,questdiagnostics.com,Secaucus,1967,BBG000BN84F3
DH,Definitive Healthcare Corp.,—,,—,—,‪535.60 M‬ USD,—,—,−4.40 USD,‪−413.12 M‬ USD,‪252.20 M‬ USD,‪38.09 M‬,1.54,782,−48 −5.78%,‪322.51 K‬ USD,‪−528.29 K‬ USD,Technology Services,Packaged Software,Kevin Coop,definitivehc.com,Framingham,2011,BBG01282ZJM7
DHAI,"DIH Holding US, Inc.",‪11.70 M‬ USD,,—,−0.3202 USD,Industry,,,,,,,,Revenue to profit conversion,,,,,,,,,,
DHI,"D.R. Horton, Inc.",July 22,Q3 2025,2.93 USD,‪8.80 B‬ USD,‪38.96 B‬ USD,1.30%,9.14,13.29 USD,‪4.76 B‬ USD,‪36.80 B‬ USD,‪271.11 M‬,0.33,‪14.77 K‬,,‪2.49 M‬ USD,‪322.12 K‬ USD,Consumer Durables,Homebuilding,Paul J. Romanowski,drhorton.com,Arlington,1978,BBG000DQTXY6
DHIL,"Diamond Hill Investment Group, Inc.",‪386.65 M‬ USD,,9.57,14.81 USD,127,−2 −1.55%,‪1.19 M‬ USD,‪339.98 K‬ USD,,,,,Industry,−2 −1.55%,,,,,,,,,
DHR,Danaher Corporation,—,,—,—,‪142.56 B‬ USD,0.65%,38.00,5.20 USD,‪3.90 B‬ USD,‪23.88 B‬ USD,‪652.20 M‬,0.74,‪63 K‬,,‪378.97 K‬ USD,‪61.89 K‬ USD,Health Technology,Medical Specialties,Rainer M. Blair,danaher.com,Washington,1984,BBG000BH3JF8
DHT,"DHT Holdings, Inc.",—,,0.27 USD,‪95.47 M‬ USD,‪1.82 B‬ USD,7.12%,10.19,1.11 USD,‪181.38 M‬ USD,‪567.84 M‬ USD,‪126.15 M‬,0.67,924,−288 −23.76%,‪614.54 K‬ USD,‪196.29 K‬ USD,Transportation,Marine Shipping,Svein Moxnes Harfjeld,dhtankers.com,Hamilton,2005,BBG000G3RXX7
DHX,"DHI Group, Inc.",—,,0.01 USD,—,‪118.95 M‬ USD,—,—,−0.17 USD,‪253.00 K‬ USD,‪141.93 M‬ USD,‪40.07 M‬,0.72,414,−46 −10.00%,‪342.82 K‬ USD,611.11 USD,Commercial Services,Personnel Services,Art Zeile,dhigroupinc.com,Centennial,1990,BBG000Q9Y1B9
DIBS,"1stdibs.com, Inc.",—,,—,‪22.09 M‬ USD,‪100.99 M‬ USD,—,—,−0.55 USD,‪−18.63 M‬ USD,‪88.26 M‬ USD,‪25.15 M‬,0.56,284,,‪310.76 K‬ USD,‪−65.61 K‬ USD,Retail Trade,Internet Retail,David S. Rosenblatt,1stdibs.com,New York,2000,BBG00331G2M1
DIN,"Dine Brands Global, Inc. Common Stock",—,,1.44 USD,‪222.69 M‬ USD,‪415.02 M‬ USD,7.83%,6.86,3.61 USD,‪62.98 M‬ USD,‪812.31 M‬ USD,‪15.02 M‬,0.86,992,,‪818.86 K‬ USD,‪63.48 K‬ USD,Consumer Services,Restaurants,John W. Peyton,dinebrands.com,Pasadena,1958,BBG000GZ9406
DINO,HF Sinclair Corporation,—,,0.90 USD,‪6.80 B‬ USD,‪7.08 B‬ USD,5.44%,—,−0.78 USD,‪175.00 M‬ USD,‪28.59 B‬ USD,‪171.64 M‬,1.18,‪5.3 K‬,,‪5.40 M‬ USD,‪33.04 K‬ USD,Energy Minerals,Oil Refining/Marketing,Timothy Go,hfsinclair.com,Dallas,1947,BBG0135B2214
DIOD,Diodes Incorporated,—,,0.25 USD,—,‪2.40 B‬ USD,—,92.44,0.55 USD,‪44.02 M‬ USD,‪1.31 B‬ USD,‪44.79 M‬,1.84,‪8.59 K‬,−42 −0.49%,‪152.58 K‬ USD,‪5.12 K‬ USD,Electronic Technology,Semiconductors,Gary Yu,diodes.com,Plano,1959,BBG000G25P51
DIS,Walt Disney Company (The),—,,,,—,—,—,—,,,,,‪213.77 B‬ USD,,23.26,4.91 USD,,,,,,,
DIST,Distoken Acquisition Corporation,‪41.60 M‬ USD,,—,−0.14 USD,4,0.00 USD,‪9.28 K‬ USD,,,,,,Industry,,,,,,"Q1 '24
Q2 '24
Q3 '24
Q4 '24
Q1 '25",,,,
DIT,AMCON Distributing Company,‪68.87 M‬ USD,,45.07,2.43 USD,‪1.56 K‬,+87 +5.89%,‪1.73 M‬ USD,‪2.77 K‬ USD,,,,,Industry,,,,,,"Q2 '24
Q3 '24
Q4 '24
Q1 '25
Q2 '25",,,,
DJCO,Daily Journal Corp. (S.C.),‪581.69 M‬ USD,,5.50,76.71 USD,411,+51 +14.17%,‪170.15 K‬ USD,‪190.06 K‬ USD,,,,,Industry,,,,,,"Q2 '24
Q3 '24
Q4 '24
Q1 '25
Q2 '25",,,,
DJT,Trump Media & Technology Group Corp.,‪4.61 B‬ USD,,—,−0.51 USD,29,−7 −19.44%,‪124.79 K‬ USD,‪−13.82 M‬ USD,,,,,Industry,−7 −19.44%,,,,,"Q1 '24
Q2 '24
Q3 '24
Q4 '24
Q1 '25",,,,
DK,"Delek US Holdings, Inc.",—,,—,—,‪1.21 B‬ USD,5.33%,—,−12.65 USD,‪−657.90 M‬ USD,‪11.85 B‬ USD,‪58.99 M‬,1.55,‪1.99 K‬,‪−1.6 K‬ −44.67%,‪5.96 M‬ USD,‪−320.89 K‬ USD,Energy Minerals,Oil Refining/Marketing,Avigal Soreq,delekus.com,Brentwood,2001,BBG00FZYFVC5
DKL,"Delek Logistics Partners, L.P.",—,,—,—,‪2.27 B‬ USD,10.43%,14.23,2.99 USD,‪142.69 M‬ USD,‪940.64 M‬ USD,‪18.55 M‬,0.34,Industry,,,,,,"Q1 '24
Q2 '24
Q3 '24
Q4 '24
Q1 '25",,,,
DKNG,DraftKings Inc.,"≈
August 1",Q2 2025,,,"≈
August 1",Q2 2025,0.11 USD,‪1.39 B‬ USD,,,,,‪18.41 B‬ USD,,—,−0.82 USD,,,,,,,
DKS,Dick's Sporting Goods Inc,—,,—,—,‪14.47 B‬ USD,2.66%,12.92,14.40 USD,‪1.17 B‬ USD,‪13.44 B‬ USD,‪54.26 M‬,1.15,‪56.1 K‬,,‪239.62 K‬ USD,‪20.77 K‬ USD,Retail Trade,Specialty Stores,Lauren R. Hobart,dickssportinggoods.com,Coraopolis,1948,BBG000F6ZWH2
DLB,Dolby Laboratories,—,,0.71 USD,—,‪7.34 B‬ USD,1.76%,28.57,2.68 USD,‪261.82 M‬ USD,‪1.27 B‬ USD,‪60.60 M‬,0.82,‪2.08 K‬,−166 −7.39%,‪612.37 K‬ USD,‪125.88 K‬ USD,Technology Services,Packaged Software,Kevin J. Yeaman,dolby.com,San Francisco,1965,BBG000DGLTG5
DLHC,DLH Holdings Corp.,"≈
July 30",Q3 2025,0.02 USD,‪83.00 M‬ USD,‪80.85 M‬ USD,—,14.61,0.38 USD,‪7.40 M‬ USD,‪395.94 M‬ USD,‪12.22 M‬,1.38,‪2.8 K‬,−400 −12.50%,‪141.41 K‬ USD,‪2.64 K‬ USD,Commercial Services,Personnel Services,Zachary C. Parker,dlhcorp.com,Atlanta,1969,BBG000G19HR3
DLNG,Dynagas LNG Partners LP,"≈
September 3",Q2 2025,0.24 USD,‪35.64 M‬ USD,‪135.77 M‬ USD,5.31%,2.70,1.36 USD,‪51.55 M‬ USD,‪156.40 M‬ USD,‪17.18 M‬,0.25,Industry,,,,,,"Q1 '24
Q2 '24
Q3 '24
Q4 '24
Q1 '25",,,,
DLO,DLocal Limited,—,,—,—,‪3.01 B‬ USD,—,—,—,‪120.42 M‬ USD,‪745.97 M‬ USD,‪63.80 M‬,1.26,Industry,,,,,,"Q3 '23
Q4 '23
Q1 '24
Q2 '24
Q4 '24",,,,
DLPN,"Dolphin Entertainment, Inc.",—,,—,—,‪13.07 M‬ USD,—,—,−2.14 USD,‪−12.60 M‬ USD,‪51.68 M‬ USD,‪6.81 M‬,1.02,269,,‪192.14 K‬ USD,‪−46.85 K‬ USD,Commercial Services,Advertising/Marketing Services,William O'Dowd,dolphinentertainment.com,Coral Gables,1995,BBG000H4XLP2
DLTH,Duluth Holdings Inc.,—,,—,—,‪79.29 M‬ USD,—,—,−1.59 USD,‪−43.67 M‬ USD,‪626.63 M‬ USD,‪16.44 M‬,0.65,‪2.25 K‬,−75 −3.23%,‪278.75 K‬ USD,‪−19.43 K‬ USD,Retail Trade,Internet Retail,Stephanie L. Pugliese,duluthtrading.com,Mount Horeb,1986,BBG002GBMZG4
DLTR,"Dollar Tree, Inc.",—,,—,—,‪19.59 B‬ USD,—,—,−13.87 USD,‪−3.03 B‬ USD,‪17.58 B‬ USD,‪208.26 M‬,0.68,‪214.71 K‬,,‪81.87 K‬ USD,‪4.86 K‬ USD,Retail Trade,Discount Stores,Michael C. Creedon,dollartree.com,Chesapeake,1986,BBG000BSC0K9
DLX,Deluxe Corporation,—,,0.75 USD,—,‪708.68 M‬ USD,7.52%,12.80,1.26 USD,‪52.78 M‬ USD,‪2.12 B‬ USD,‪43.70 M‬,1.00,‪4.98 K‬,−189 −3.66%,‪425.97 K‬ USD,‪10.60 K‬ USD,Commercial Services,Commercial Printing/Forms,Barry C. McCarthy,deluxe.com,Minneapolis,1915,BBG000BH6360
DMAA,Drugs Made In America Acquisition Corp.,‪236.98 M‬ USD,,360.28,0.03 USD,2,0.00 USD,‪−139.92 K‬ USD,,,,,,Industry,,,,,,,,,,
DMAC,DiaMedica Therapeutics Inc.,—,,−0.19 USD,—,‪178.40 M‬ USD,—,—,−0.65 USD,‪−24.44 M‬ USD,0.00 USD,‪24.15 M‬,1.27,28,,0.00 USD,‪−873.00 K‬ USD,Health Technology,Biotechnology,Rick John Pauls,diamedica.com,Minneapolis,2000,BBG000LP4YD7
DMLP,"Dorchester Minerals, L.P.",‪1.31 B‬ USD,,13.22,2.09 USD,27,0,‪5.98 M‬ USD,‪3.30 M‬ USD,,,,,Industry,,,,,,"Q1 '24
Q2 '24
Q3 '24
Q4 '24
Q1 '25",,,,
DMRC,Digimarc Corporation,—,,—,—,‪294.29 M‬ USD,—,—,−1.88 USD,‪−39.01 M‬ USD,‪38.42 M‬ USD,‪16.35 M‬,1.66,215,−33 −13.31%,‪178.69 K‬ USD,‪−181.44 K‬ USD,Technology Services,Information Technology Services,Riley Mccormack,digimarc.com,Beaverton,1995,BBG000G9F1Z5
DMYY,"dMY Squared Technology Group, Inc.",‪57.64 M‬ USD,,—,−1.33 USD,Industry,,,,,,,,Revenue to profit conversion,,,,,,,,,,
DNA,"Ginkgo Bioworks Holdings, Inc.","≈
August 19",Q2 2025,−1.46 USD,‪41.60 M‬ USD,‪486.40 M‬ USD,—,—,−8.98 USD,‪−547.03 M‬ USD,‪227.04 M‬ USD,‪37.41 M‬,1.63,834,−384 −31.53%,‪272.23 K‬ USD,‪−655.91 K‬ USD,Health Services,Medical/Nursing Services,Jason Kelly,ginkgo.bio,Boston,2008,BBG00YPS1KY3
DNB,"Dun & Bradstreet Holdings, Inc.",—,,—,—,‪4.03 B‬ USD,2.22%,—,−0.05 USD,‪−28.60 M‬ USD,‪2.38 B‬ USD,‪330.10 M‬,0.27,‪6.25 K‬,−167 −2.60%,‪381.26 K‬ USD,‪−4.58 K‬ USD,Technology Services,Packaged Software,Anthony M. Jabbour,dnb.com,Jacksonville,2018,BBG00VCZX9Z6
DNLI,Denali Therapeutics Inc.,—,,—,—,‪2.14 B‬ USD,—,—,−2.67 USD,‪−422.77 M‬ USD,0.00 USD,‪125.73 M‬,2.10,422,−23 −5.17%,0.00 USD,‪−1.00 M‬ USD,Health Technology,Biotechnology,Ryan J. Watts,denalitherapeutics.com,San Francisco,2013,BBG008P7F869
DNOW,DNOW Inc.,—,,—,—,‪1.58 B‬ USD,—,20.44,0.75 USD,‪80.00 M‬ USD,‪2.37 B‬ USD,‪103.09 M‬,1.32,‪2.58 K‬,,‪921.55 K‬ USD,‪31.07 K‬ USD,Distribution Services,Wholesale Distributors,David A. Cherechinsky,dnow.com,Houston,2013,BBG005BLN209
DNTH,"Dianthus Therapeutics, Inc.",—,,—,—,‪606.22 M‬ USD,—,—,−2.89 USD,‪−84.97 M‬ USD,‪6.24 M‬ USD,‪22.30 M‬,1.39,78,,‪79.94 K‬ USD,‪−1.09 M‬ USD,Health Technology,Biotechnology,Marino Garcia,dianthustx.com,New York,2015,BBG00FB2NPZ0
DNUT,"Krispy Kreme, Inc.",—,,,,—,—,—,—,,,,,‪498.74 M‬ USD,‪−1.8 K‬ −7.89%,—,−0.13 USD,,,,,,,
DOCN,"DigitalOcean Holdings, Inc.",—,,—,—,‪2.64 B‬ USD,—,26.22,1.18 USD,‪84.49 M‬ USD,‪780.62 M‬ USD,‪61.54 M‬,1.59,‪1.21 K‬,,‪645.14 K‬ USD,‪69.83 K‬ USD,Technology Services,Packaged Software,Padmanabhan T. Srinivasan,digitalocean.com,New York,2012,BBG00ZGF6SS3
DOCS,"Doximity, Inc.",—,,—,—,‪11.05 B‬ USD,—,53.14,1.19 USD,‪223.19 M‬ USD,‪570.40 M‬ USD,‪132.76 M‬,1.31,830,,‪687.23 K‬ USD,‪268.90 K‬ USD,Technology Services,Packaged Software,Jeffrey A. Tangney,doximity.com,San Francisco,2010,BBG0026ZJQX7
